BalabanJ,MinAbsEStateIndex,BCUT2D_LOGPHI,SMR_VSA5,VSA_EState4,MinPartialCharge,EState_VSA2,BCUT2D_LOGPLOW,MinAbsPartialCharge,Kappa3,SlogP_VSA3,AvgIpc,Chi3n,RingCount,BertzCT,NHOHCount,MolLogP,fr_C_O,FractionCSP3,SMR_VSA7,FpDensityMorgan1,SlogP_VSA4,NumSaturatedHeterocycles,fr_Al_COO,SlogP_VSA10,SI
1.164037575501787,0.3872247872728121,2.644697757474545,105.7506394274039,4.807589192862531,-0.2935255147973819,0.0,-2.322229234053284,0.03884365429851114,2.868737096784919,0.0,3.150502892205044,10.69599066122574,4,611.9203005807427,0,7.121200000000009,0,0.9230769230769231,0.0,0.6428571428571429,33.49577396990991,0,0,0.0,28.125
1.080362063115187,0.5338684970983402,2.658342289949484,117.8343210856998,2.153503044012327,-0.3134072129990773,0.0,-2.444816775724512,0.01288657023386288,3.02717656903665,0.0,3.150502892205044,11.47309048038667,4,516.7801241234168,2,6.155600000000006,0,1.0,0.0,0.6071428571428571,33.49577396990991,0,0,0.0,7.000000000000001
1.219066029523398,0.5432308210510737,2.679014399768647,117.8343210856998,2.184127470091298,-0.3255733210758452,0.0,-2.565224041654418,0.09480154751355077,3.470069678502657,0.0,3.214947253123124,13.40223604416653,4,643.6201536047666,0,7.129200000000009,0,1.0,0.0,0.5625,33.49577396990991,0,0,0.0,0.72
1.120512909778165,0.390602645354716,2.644708711275066,112.1714610503299,4.827851813732591,-0.2935255148336137,0.0,-2.322030494033969,0.03884364519596072,3.263847962156897,0.0,3.17926985320412,10.94599066122574,4,626.6513661249833,0,7.511300000000009,0,0.9259259259259259,0.0,0.6206896551724138,33.49577396990991,0,0,0.0,63.23529411764706
1.13667806407789,0.2704760518661459,2.648473252120894,86.48817455862581,9.0717826238612,-0.2572393015210201,10.82998093879356,-2.318892629384824,0.06289745878380013,3.345855439602058,6.42082162292601,3.337073624442143,11.8334804888388,6,1101.164251546143,0,9.1148,0,0.5757575757575758,59.65783953108687,0.6,33.49577396990991,0,0,11.37477254936712,1.3
1.523516049715847,0.278082987709212,2.637658457192008,46.4544980907759,12.35843304181242,-0.3987285599838353,5.41499046939678,-2.31885681161874,0.06289745878380013,2.681684775361196,6.42082162292601,2.92051309758689,7.100583585903141,4,798.9913641424451,2,5.778300000000005,0,0.4347826086956522,59.65783953108687,0.96,16.74788698495495,0,0,11.37477254936712,2.0
1.156405779851839,0.4296494105587354,2.682798253750355,98.57185621692173,7.534827179741789,-0.2930725743873615,0.0,-2.570517086924708,0.1321598962435728,3.655882189183588,6.42082162292601,3.412805476470516,14.66614960902534,6,1135.685264139421,0,8.840800000000005,0,0.6756756756756757,59.65783953108687,0.5641025641025641,33.49577396990991,0,0,11.37477254936712,0.7700000000000001
0.9245477374022117,0.07984497572618143,2.58593262903773,174.3680149725315,8.473058000295891,-0.3556231179854463,33.47432133629013,-2.549777983204637,0.2257502739547918,7.081672348112992,33.26069855278922,3.095616828856079,15.05013502432923,6,1460.333756810977,2,10.83709999999999,2,0.7021276595744681,69.77891136095164,0.6078431372549019,22.66579303111634,0,0,0.0,0.82
0.8938029516960042,0.01912310216277069,2.589584016176127,148.6847284808275,12.08548694301886,-0.3256134336823175,22.64434039749657,-2.534166358902851,0.2301233691404194,6.972321470804225,39.68152017571523,3.184153270801699,15.95732441519375,8,1995.57571364356,2,12.82219999999998,2,0.5094339622641509,129.4367508920385,0.5614035087719298,22.66579303111634,0,0,11.37477254936712,3.070680628272251
1.13667806407789,0.2392260518661458,2.64878228278003,80.0673529356998,6.033338664104559,-0.4573791779576538,10.82998093879356,-2.318862773257647,0.1270830306641318,3.294634080850217,0.0,3.337073624442143,11.46169546495532,6,1107.629257484972,0,9.3163,0,0.5625,48.53093654769288,0.6,33.49577396990991,0,0,11.37477254936712,62.63333333333334
1.523516049715847,0.2468329877092124,2.637835331795212,40.0336764678499,9.44534862807167,-0.4573792052231779,5.41499046939678,-2.318834796048487,0.1270830305154059,2.622489617226438,0.0,2.92051309758689,6.728798562019672,4,804.925793521736,2,5.979800000000006,0,0.4090909090909091,48.53093654769288,0.96,16.74788698495495,0,0,11.37477254936712,7.857142857142859
2.002456526352076,0.3802210884353738,2.572702580647616,71.13195342895072,5.69068136127908,-0.3304540372829667,0.0,-2.552272627118884,0.08373443832014982,3.049801780155555,11.83581209232279,2.438290333985432,7.003511635681927,3,608.9517673974138,0,5.526500000000006,0,0.7391304347826086,34.88945568047582,1.125,11.33289651555817,0,0,0.0,1.664335664335664
1.065014883343977,0.3827742009088004,2.665038175552888,92.15103459399572,4.031772832731156,-0.457379228706033,0.0,-2.395601408631165,0.1270799582961356,3.361297454139301,0.0,3.337073624442143,12.2141925341921,6,1000.051231656923,2,8.732300000000004,0,0.625,48.53093654769288,0.6,33.49577396990991,0,0,11.37477254936712,3.045685279187818
1.802235408113201,0.1173663470017638,2.569898147969309,84.97942782833196,4.343918730003723,-0.3543358430268191,16.73716066814507,-2.554090745048503,0.225795262508632,4.125617018755943,16.63034927639461,2.701059926730339,8.170749172759729,3,723.4185536351547,1,5.278300000000005,1,0.7307692307692307,34.88945568047582,1.206896551724138,11.33289651555817,0,0,0.0,5.111111111111111
1.801665452995888,0.1159195877425045,2.570015261509513,84.97942782833196,4.347639258055024,-0.349962832555415,10.82998093879356,-2.56277061799237,0.2259569363411612,4.068201835415833,16.63034927639461,2.724713606545579,9.02681150254338,3,766.1266129126665,1,5.422900000000006,1,0.7407407407407407,34.88945568047582,1.2,11.33289651555817,0,0,0.0,7.431818181818182
1.149013843848673,0.5413507055464577,2.670045717169999,117.8343210856998,2.168815257051812,-0.3028453536435101,0.0,-2.454692882868927,0.01539980686982168,3.248563586111441,0.0,3.208016528781523,12.3316751872493,4,570.1286302842973,0,6.840000000000009,0,1.0,0.0,0.6,33.49577396990991,0,0,0.0,1.0
1.046187172493626,0.5359385804633786,2.658351326545622,124.2551427086258,2.160698271532776,-0.3134072130246038,0.0,-2.443640546595009,0.01288657023381077,3.432902681733851,0.0,3.17926985320412,11.72309048038666,4,531.0868711813785,2,6.545700000000007,0,1.0,0.0,0.5862068965517241,33.49577396990991,0,0,0.0,3.23076923076923
1.109559074819464,0.5435430340905595,2.670023592886438,124.2551427086258,2.176475883586611,-0.3028453536690731,0.0,-2.453482299438783,0.01539980686976935,3.651585439293148,0.0,3.234404287389667,12.5816751872493,4,584.6482052510061,0,7.230100000000009,0,1.0,0.0,0.5806451612903226,33.49577396990991,0,0,0.0,28.73563218390805
2.238376265900245,0.009694822373393919,2.574995551081646,76.02743690446849,1.749981392248258,-0.4808212588768724,22.14628603723734,-2.519773383579202,0.309161950495995,2.875273476048926,25.68117010221609,2.520549666192786,6.856941247853851,3,860.8073115971347,1,4.832400000000004,1,0.65,28.82308861201421,1.269230769230769,11.33289651555817,0,1,0.0,1.0
1.940003547175709,0.3003472222222221,2.5391930577737,44.0638549899394,6.621180555555556,-0.3250304809663282,0.0,-2.552993476724806,0.01618411201662093,0.8682518116739604,0.0,1.787472375890056,4.085604198162151,4,150.0275860977003,2,1.9139,0,1.0,0.0,0.8181818181818182,17.75371813848418,0,0,0.0,4.422680412371134
1.907860171488034,0.5859259259259259,2.523969453992179,38.14594894377801,6.167037037037037,-0.3271861338567888,0.0,-2.517780153026266,0.009599060274319763,0.8072557362756115,0.0,1.979916849484787,4.299659828522118,4,147.7115906516312,2,1.7698,0,1.0,0.0,0.7272727272727273,23.67162418464557,0,0,0.0,0.8061002178649236
1.438857067604369,0.117708923847317,2.554856984658141,76.85693902292098,-0.1409744661753589,-0.3885191219767066,5.41499046939678,-2.615530012450852,0.07822806225715294,2.468567930856266,0.0,2.756750716908739,7.427521671148204,5,440.8147036372112,2,3.898100000000003,0,0.9,12.15204021366776,1.090909090909091,29.08661465404235,0,0,0.0,10.52380952380952
1.932394158044765,0.0940661743092297,2.493017186107446,57.33974447756557,0.2223638274754345,-0.4927029063230549,18.125838821658,-2.510467624366919,0.2027772128106947,3.444884403696844,4.736862953800049,2.58604410649069,5.849291715825199,3,587.0992305483034,1,3.729600000000003,0,0.7,17.69618562862022,1.08,11.83581209232279,1,0,0.0,17.12328767123288
